t,eye_vert_0,eye_horiz_0,eye_vert_1,eye_horiz_1
0.0,-1.6552482254768117,-1.0123001205328819,-1.650012149655936,6.0142754884941665
0.0019329999340698123,-1.6425779951788058,-0.9915572329535728,-1.6373495170200096,6.0049959680092995
0.004638999933376908,6.349702651064471,3.8550054640945337,6.350098726445994,4.047546881695021
0.0066009999718517065,2.8381815573042073,0.007685338197452601,2.8441955350561883,4.051816642787505
0.009259499842301011,1.483123657591184,-0.07770043553373941,1.4883571614460556,4.060543859204221
0.01266449992544949,-5.1244596847345285,-2.42249616206239,-5.123844088529766,1.3049916386248215
0.016050499863922596,-4.603293076118037,-2.68764497502732,-4.602512425630959,0.41075503427738863
0.01803649985231459,1.5553891259903947,-0.7757668617955243,1.560748074453333,3.4244358737752796
0.02057799999602139,0.8469830674256086,-1.1098444436490114,0.8522440049039853,3.4292793999651052
0.024619999923743308,-3.8353107109748112,-2.269285126897393,-3.8345875998084766,-0.36595921964229966
0.02802599989809096,-3.0227994516383068,2.4024015500971294,-3.0159510793487736,15.332258438734668
0.030024999985471368,-4.184642679610944,2.290021796883223,-4.180324307058849,15.35541394193145
0.03214449994266033,-4.601618789351994,2.4693810518722796,-4.598124578379265,15.92184290018261
0.03414799994789064,-4.196275038529495,2.2297683101194816,-4.191754432377829,15.962103043933093
0.03799749992322177,-1.6277418693001213,3.516452346202107,-1.6183054112773747,15.74713166810449
0.039856999879702926,-1.989925356856452,3.5770905684561214,-1.981144154733188,15.94660695263787
0.043934499844908714,-2.0062233951476727,3.4979450098488094,-1.9976190550130501,15.680450714382262
0.04604799998924136,-2.2030406971646315,3.4932088722433505,-2.1948471610657205,15.677966896914478
0.047986999968998134,-2.3470122679707464,3.4628564235053285,-2.3391712866171543,15.57430191376777
0.05015899986028671,-2.2441023773130406,3.6892266048331614,-2.2362232161255284,15.532094644015306
0.052163499873131514,-2.2147607100696236,3.604316459800553,-2.2069682655405685,15.242967650264792
0.05591299990192056,-2.0701259375559657,3.7337790672548063,-2.0621493543037945,15.219242768832906
